EIN,FormYr,FormType,Name,State,MajorGroup,NTEE,NTEE.CC,UNIV,HOSP,TotalExpense,TotalEmployee,GrossReceipts,TotalAssests,CEOCompensation,Gender,TransitionYr,TRANS.D,ZIP5,LocationType,FIPS
133174912,2018,990,COMMUNITY RESIDENCE PROGRAMS INC,NY,5,L,L21,FALSE,FALSE,0,0,35315,839281,322505.93000000005,F,FALSE,TRUE,10027,Metropolitan,36061
112594790,2019,990,RESOURCES FOR CHILDREN WITH,NY,5,P,P1930,FALSE,FALSE,3323571,45,3908958,2914836,212500.95,F,FALSE,TRUE,10003,Metropolitan,36061
320244088,2018,990,NEW YORK CITY CHARTER HIGH SCHOOL FOR,NY,2,B,B25,FALSE,FALSE,8048669,94,8470695,4441635,186179.63,M,FALSE,TRUE,10451,Metropolitan,36061
132552500,2018,990,HARLEM SCHOOL OF THE ARTS INC,NY,1,A,A25,FALSE,FALSE,5301570,201,10059303,11152257,256249.19000000003,M,FALSE,TRUE,10030,Metropolitan,36061
133860474,2017,990,THE CITY COLLEGE AUXILIARY ENTERPRISES,NY,2,B,B80,FALSE,FALSE,759481,0,827437,558050,201462.52000000002,M,FALSE,TRUE,10031,Metropolitan,36061
132569414,2018,990,ACORN SCHOOL,NY,2,B,B21,FALSE,FALSE,1257195,15,1385556,1674938,208617.28000000003,F,FALSE,TRUE,10010,Metropolitan,36061
237097173,2018,990,PROFESSIONAL EXAMINATION SERVICES,NY,5,J,J19,FALSE,FALSE,7609568,24,7171150,3831191,353528.42000000004,F,FALSE,TRUE,10115,Metropolitan,36061
200774906,2016,990,HESTER STREET COLLABORATIVE INC,NY,7,S,S31,FALSE,FALSE,2148757,14,1875006,871470,148582.26,F,FALSE,TRUE,10002,Metropolitan,36061
133213510,2018,990,BRIDGEHAMPTON CHAMBER MUSIC ASSOCIATES,NY,1,A,A68,FALSE,FALSE,801831,9,1150836,1395027,172511.03,M,FALSE,TRUE,10019,Metropolitan,36061
208875698,2018,990,EFFIE WORLDWIDE INC,NY,7,S,S41,FALSE,FALSE,5033685,0,5222505,4563436,373610.58,F,FALSE,TRUE,10016,Metropolitan,36061
132642091,2018,990,DANCE THEATRE OF HARLEM INC,NY,1,A,A63,FALSE,FALSE,6317406,143,6472878,7948907,176404.51,F,FALSE,TRUE,10031,Metropolitan,36061
133636595,2015,990,JEWISH UNION FOUNDATION,NY,8,X,X11,FALSE,FALSE,1834846,1,2007151,916031,117329.78000000001,M,FALSE,TRUE,10004,Metropolitan,36061
133894132,2018,990,"NATIONAL BASKETBALL PLAYERS ASSOCIATION",NY,5,N,N62,FALSE,FALSE,5505694,4,13384474,39415464,633720.55,F,FALSE,TRUE,10036,Metropolitan,36061
202561205,2019,990,THE IPPF WHR FUND,NY,4,E,E11,FALSE,FALSE,1154315,0,11747587,21591984,443105.71,F,FALSE,TRUE,10038,Metropolitan,36061
133224150,2018,990,DESIGN INDUSTRIES FOUNDATION FIGHTING,NY,4,G,G1281,FALSE,FALSE,2033897,9,3140799,1905952,108528.03000000001,F,FALSE,TRUE,10001,Metropolitan,36061
131603155,2018,990,NEW YORK SECTION AMERICAN,NY,5,N,N0320,FALSE,FALSE,2121721,9,2754106,3511214,228126.1,F,FALSE,TRUE,10018,Metropolitan,36061
431959796,2019,990,HEDGE FUNDS CARE INC,NY,7,T,T30,FALSE,FALSE,2419279,9,4458865,2646720,292814.33,F,FALSE,TRUE,10001,Metropolitan,36061
133057343,2018,990,WESTSIDE COMMUNITY RESIDENCE INC,NY,7,T,T31,FALSE,FALSE,0,0,59235,1490999,322505.93000000005,F,FALSE,TRUE,10027,Metropolitan,36061
942443282,2018,990,THE GLOBAL HUNGER PROJECT,NY,6,Q,Q30,FALSE,FALSE,15680962,27,15869736,16752370,345468.96,F,FALSE,TRUE,10001,Metropolitan,36061
112857055,2018,990,HABITAT FOR HUMANITY NEW YORK CITY INC,NY,5,L,L20,FALSE,FALSE,7754694,78,5103685,12442071,326448.46,F,FALSE,TRUE,10038,Metropolitan,36061
133702751,2018,990,13 WEST 103RD STREET CORPORATION,NY,5,P,P20,FALSE,FALSE,299842,0,219416,521932,322505.93000000005,F,FALSE,TRUE,10027,Metropolitan,36061
135562985,2018,990,THE COOPER UNION FOR THE ADVANCEMENT OF,NY,2,B,B43,TRUE,FALSE,107635262,1059,160912378,1101678183,856423.9,F,FALSE,TRUE,10003,Metropolitan,36061
133694790,2018,990,JEWS FOR RACIAL & ECONOMIC JUSTICE,NY,8,X,X30,FALSE,FALSE,1089372,12,1042265,811239,110510.74,F,FALSE,TRUE,10001,Metropolitan,36061
810582070,2018,990,ORGANIZATION FOR THE RESOLUTION,NY,5,I,I51,FALSE,FALSE,518094,7,523985,100041,93299.64000000001,F,FALSE,TRUE,10033,Metropolitan,36061
133954589,2018,990,SHERIDAN HILL HOUSE CORPORATION,NY,4,F,F33,FALSE,FALSE,348328,0,242092,2282017,322505.93000000005,F,FALSE,TRUE,10027,Metropolitan,36061
205969862,2018,990,ASIA CATALYST INC,NY,6,Q,Q70,FALSE,FALSE,609504,2,973606,838810,153195.14,F,FALSE,TRUE,10118,Metropolitan,36061
133949950,2018,990,AAAA FOUNDATION INC,NY,2,B,B82,FALSE,FALSE,1245746,0,1340875,558347,930456.7000000001,F,FALSE,TRUE,10018,Metropolitan,36061
260787621,2018,990,THE WATER TRUST INC,NY,5,P,P80,FALSE,FALSE,699255,2,759409,735167,106479.92000000001,M,FALSE,TRUE,10163,Metropolitan,36061
237025308,2017,990,CSC REPERTORY LTD,NY,1,A,A65,FALSE,FALSE,4556453,18,4842488,542233,144817.40000000002,M,FALSE,TRUE,10003,Metropolitan,36061
455146915,2019,990,BUILDING SKILLS NY,NY,2,B,B30,FALSE,FALSE,847752,6,808992,277456,235469.43000000002,M,FALSE,TRUE,10022,Metropolitan,36061
133995725,2018,990,RHIZOME COMMUNICATIONS INC CO NEW MUSEUM OF CONTEMPORARY ART,NY,1,A,A30,FALSE,FALSE,1345447,11,702108,621724,120559.45000000001,M,FALSE,TRUE,10002,Metropolitan,36061
237183563,2019,990,AMERICAN FRIENDS OF THE ISRAEL PHILHARMONIC,NY,1,A,A1160,FALSE,FALSE,4836279,8,8292069,25517768,298704.69,F,FALSE,TRUE,10168,Metropolitan,36061
131941627,2018,990,VERA INSTITUTE OF JUSTICE INC,NY,7,W,W20,FALSE,FALSE,130260814,288,161471192,136341948,480009.84,M,FALSE,TRUE,10279,Metropolitan,36061
721325684,2017,990,ADVOCATES FOR JUSTICE,NY,5,I,I83,FALSE,FALSE,172763,4,147271,93741,57933.50000000001,F,FALSE,TRUE,10007,Metropolitan,36061
463181224,2018,990,GRAMEEN PRIMACARE INC,NY,4,E,E80,FALSE,FALSE,2259885,12,3510728,2370099,1.09,F,FALSE,TRUE,10001,Metropolitan,36061
133788986,2018,990,ANIMAL CARE AND CONTROL OF NEW YORK CITY,NY,3,D,D20,FALSE,FALSE,21163256,401,22104041,5143996,201870.18000000002,F,FALSE,TRUE,10007,Metropolitan,36061
133164477,2018,990,WOMEN IN NEED INC,NY,5,P,P80,FALSE,FALSE,92677488,721,97117024,28108043,505526.74000000005,F,FALSE,TRUE,10004,Metropolitan,36061
134024259,2017,990,COMMITTEE ENCOURAGING CORPORATE,NY,7,T,T50,FALSE,FALSE,5068127,35,5358565,5031088,583727.7000000001,M,FALSE,TRUE,10004,Metropolitan,36061
133801864,2019,990,CHILDRENS RIGHTS INC,NY,7,R,R28,FALSE,FALSE,5751334,45,4356954,3273991,268208.67000000004,F,FALSE,TRUE,10005,Metropolitan,36061
141387863,2018,990,LOUIS AUGUST JONAS FOUNDATION INC,NY,5,O,O51,FALSE,FALSE,1184106,39,1241488,12608032,146805.56,F,FALSE,TRUE,10012,Metropolitan,36061
134048114,2018,990,END OF LIFE CHOICES NEW YORK INC,NY,8,X,X20,FALSE,FALSE,395751,4,280355,369409,5897.990000000001,F,FALSE,TRUE,10001,Metropolitan,36061
133376271,2013,990,PARSONS DANCE FOUNDATION INC,NY,1,A,A62,FALSE,FALSE,1091663,27,1139379,86085,134064.55000000002,M,FALSE,TRUE,10036,Metropolitan,36061
133607310,2019,990,NEW HULL STREET HDFC INC,NY,5,L,L21,FALSE,FALSE,449178,0,350847,2103232,317896.32,F,FALSE,TRUE,10018,Metropolitan,36061
453114269,2019,990,INSTITUTE FOR ECONOMICS AND PEACE,NY,7,V,V22,FALSE,FALSE,477578,3,483377,147273,105343.05,M,FALSE,TRUE,10022,Metropolitan,36061
134078657,2017,990,BUILDING FOR THE FUTURE INC,NY,7,S,S99,FALSE,FALSE,122836,0,104,1601385,480080.69000000006,M,FALSE,TRUE,10004,Metropolitan,36061
132958227,2018,990,UNIVERSITYRESIDENT THEATRE ASSOCIATION,NY,1,A,A0365,FALSE,FALSE,1473534,505,1714116,1543378,99466.86,M,FALSE,TRUE,10036,Metropolitan,36061
237349380,2018,990,THE ROYAL OAK FOUNDATION INC,NY,1,A,A80,FALSE,FALSE,3682737,10,8462424,7768518,216967.77000000002,M,FALSE,TRUE,10036,Metropolitan,36061
272918478,2018,990,NEW YORK HARBOR FOUNDATION INC,NY,2,B,B90,FALSE,FALSE,3838428,39,3922394,2030185,207032.42,M,FALSE,TRUE,10004,Metropolitan,36061
201082179,2018,990,ALZHEIMERS DRUG DISCOVERY FOUNDATION,NY,4,F,F0120,FALSE,FALSE,16190686,10,56907196,90038223,710685.4500000001,M,FALSE,TRUE,10019,Metropolitan,36061
133203701,2018,990,YOUTH ACTION PROGRAMS AND HOMES INC,NY,5,L,L20,FALSE,FALSE,1105892,38,1096337,332834,117669.86000000002,M,FALSE,TRUE,10035,Metropolitan,36061
134112482,2017,990,THE FASHION FOOTWEAR CHARITABLE,NY,4,E,E12,FALSE,FALSE,3113908,4,3887791,3162899,265253.68,M,FALSE,TRUE,10016,Metropolitan,36061
135562167,2018,990,BANK STREET COLLEGE OF EDUCATION,NY,2,B,B50,TRUE,FALSE,67105935,925,75443965,97642294,838590.41,U,FALSE,TRUE,10025,Metropolitan,36061
133443893,2016,990,SANCTUARY FOR FAMILIES HOUSING DEVELOPMENT,NY,5,L,L20,FALSE,FALSE,184210,0,10000,368420,270504.21,F,FALSE,TRUE,10268,Metropolitan,36061
133919295,2018,990,NOHO NY DISTRICT MANAGEMENT ASSOCIATION,NY,7,S,S20,FALSE,FALSE,514671,3,560188,408638,108469.17000000001,F,FALSE,TRUE,10012,Metropolitan,36061
133248876,2017,990,THE OLIVER SCHOLARS PROGRAM INC,NY,2,B,B28,FALSE,FALSE,4018563,36,18500320,32248862,263733.13,M,FALSE,TRUE,10038,Metropolitan,36061
542064462,2019,990,CUE ART FOUNDATION,NY,1,A,A40,FALSE,FALSE,610345,7,715882,1507354,66818.09000000001,F,FALSE,TRUE,10112,Metropolitan,36061
134116831,2019,990,THE TRANSITION NETWORK INC,NY,5,P,P50,FALSE,FALSE,477118,3,566558,528097,88514.54000000001,F,FALSE,TRUE,10018,Metropolitan,36061
237042553,2017,990,FILM SOCIETY OF LINCOLN CENTER INC,NY,1,A,A31,FALSE,FALSE,14711616,129,18287524,43256712,452063.33,F,FALSE,TRUE,10023,Metropolitan,36061
134131087,2018,990,LOTT ASSISTED LIVING OPERATING CORP,NY,5,P,P75,FALSE,FALSE,7921164,88,8257582,13001951,256751.68000000002,F,FALSE,TRUE,10029,Metropolitan,36061
136271908,2018,990,HARLEM COMMONWEALTH COUNCIL INC,NY,7,S,S30,FALSE,FALSE,3531260,69,3438770,15509374,186640.7,M,FALSE,TRUE,10027,Metropolitan,36061
131790758,2018,990,YESHIVA ENDOWMENT FOUNDATION INC,NY,2,B,B1140,FALSE,FALSE,1604188,0,26857532,32452310,848872.38,U,FALSE,TRUE,10033,Metropolitan,36061
133686755,2017,990,TWO BRIDGESET HOUSING,NY,5,L,L21,FALSE,FALSE,117999,0,117999,49401661,331871.21,F,FALSE,TRUE,10018,Metropolitan,36061
135562983,2018,990,THE CITY AND COUNTRY SCHOOL INC,NY,2,B,B24,FALSE,FALSE,16952548,180,24514539,47833022,627770.24,M,FALSE,TRUE,10011,Metropolitan,36061
133686664,2019,990,TECTONIC THEATER PROJECT INC,NY,1,A,A65,FALSE,FALSE,1111387,24,1190369,165612,128759.52,M,FALSE,TRUE,10018,Metropolitan,36061
132909403,2018,990,ISRAEL SCHOLARSHIP EDUCATION FOUNDATION,NY,6,Q,Q22,FALSE,FALSE,1930075,4,4448572,6324336,158839.16,U,FALSE,TRUE,10018,Metropolitan,36061
113633912,2018,990,SADIE NASH LEADERSHIP PROJECT INC,NY,7,W,W70,FALSE,FALSE,1796043,109,1083668,898858,138705.77000000002,U,FALSE,TRUE,10036,Metropolitan,36061
131882107,2018,990,HEARING HEALTH FOUNDATION,NY,4,H,H42,FALSE,FALSE,2564141,8,3098354,8412239,215023.21000000002,F,FALSE,TRUE,10001,Metropolitan,36061
133973196,2018,990,MOUSE INC,NY,2,B,B03,FALSE,FALSE,2920355,27,2935628,1414174,234033.90000000002,M,FALSE,TRUE,10004,Metropolitan,36061
133275504,2019,990,CONCERNED HOME MANAGERS FOR THE ELDERLY,NY,5,P,P44,FALSE,FALSE,4553235,209,4720052,1473006,202378.12000000002,F,FALSE,TRUE,10004,Metropolitan,36061
911792864,2019,990,ALZHEIMER'S FOUNDATION OF AMERICA INC,NY,4,G,G83,FALSE,FALSE,6662353,46,12250441,26667140,386141.22000000003,M,FALSE,TRUE,10001,Metropolitan,36061
133129382,2018,990,ARTTABLE INC,NY,7,W,W70,FALSE,FALSE,568772,15,675903,215509,57037.520000000004,F,FALSE,TRUE,10022,Metropolitan,36061
201874085,2019,990,"NATIONAL ASSOCIATION OF CITY",NY,7,S,S20,FALSE,FALSE,5351404,36,5558906,7108579,24378.940000000002,F,FALSE,TRUE,10017,Metropolitan,36061
133547688,2019,990,SHORE FRONT HOUSING DEVELOPMENT FUND,NY,5,L,L0321,FALSE,FALSE,988152,0,1233717,3987477,531734.7000000001,M,FALSE,TRUE,10005,Metropolitan,36061
471358924,2019,990,SPECIALTY FOOD FOUNDATION,NY,5,K,K11,FALSE,FALSE,224464,0,224298,80789,656330.42,M,FALSE,TRUE,10016,Metropolitan,36061
201377483,2019,990,JEROME AVE CARE FOR THE HOMELESS,NY,5,L,L41,FALSE,FALSE,8249604,52,9289479,7863394,263070.41000000003,M,FALSE,TRUE,10016,Metropolitan,36061
134024627,2018,990,WORKING IN SUPPORT OF EDUCATION,NY,2,B,B1982,FALSE,FALSE,2533040,16,2719034,1957132,331479.9,F,FALSE,TRUE,10022,Metropolitan,36061
132900682,2018,990,NEW YORK CITY CRIMINAL JUSTICE AGENCY,NY,5,I,I50,FALSE,FALSE,22986846,278,24001966,8013120,244472.83000000002,M,FALSE,TRUE,10007,Metropolitan,36061
133021180,2018,990,THE SECOND STAGE THEATRE INC,NY,1,A,A65,FALSE,FALSE,18227250,569,19205742,62257965,456996.67000000004,M,FALSE,TRUE,10036,Metropolitan,36061
510141489,2019,990,HOUSING CONSERVATION COORDINATORS INC,NY,5,L,L20,FALSE,FALSE,3668944,26,4172650,4816559,174184.18000000002,F,FALSE,TRUE,10019,Metropolitan,36061
264509207,2019,990,CRISIS ACTION INC,NY,4,F,F32,FALSE,FALSE,2987778,10,3239657,524445,200468.44,M,FALSE,TRUE,10017,Metropolitan,36061
320244088,2018,990,NEW YORK CITY CHARTER HIGH SCHOOL FOR,NY,2,B,B25,FALSE,FALSE,8048669,94,8470695,4441635,270419.19,M,FALSE,TRUE,10451,Metropolitan,36061
451634118,2018,990,HARLEM LACROSSE AND LEADERSHIP,NY,7,W,W70,FALSE,FALSE,4575182,72,4119341,892033,184537,M,FALSE,TRUE,10039,Metropolitan,36061
134048114,2018,990,END OF LIFE CHOICES NEW YORK INC,NY,8,X,X20,FALSE,FALSE,395751,4,280355,369409,75484.68000000001,M,FALSE,TRUE,10001,Metropolitan,36061
237248577,2018,990,FACULTY STUDENT ASSOCIATION OF THE STATE,NY,2,B,B80,FALSE,FALSE,163374,0,178214,195623,244872.86000000002,M,FALSE,TRUE,10036,Metropolitan,36061
521936144,2019,990,YOUTH IMPROVING NON-PROFITS FOR CHILDREN,NY,5,O,O99,FALSE,FALSE,6506057,31,7049727,5131316,578363.81,U,FALSE,TRUE,10018,Metropolitan,36061
133621884,2018,990,THE FRIENDS OF THE ISRAEL ANTIQUITIES,NY,1,A,A70,FALSE,FALSE,1819970,0,786202,8745039,180851.71000000002,F,FALSE,TRUE,10019,Metropolitan,36061
133621169,2018,990,VISUAL AIDS FOR THE ARTS INC,NY,4,G,G1981,FALSE,FALSE,657275,7,681878,297612,99652.16,F,FALSE,TRUE,10001,Metropolitan,36061
202550073,2019,990,334 EAST 92ND HOUSING DEVELOPMENT,NY,5,L,L21,FALSE,FALSE,246090,0,273201,8481076,531734.7000000001,M,FALSE,TRUE,10005,Metropolitan,36061
521726273,2017,990,AMERICAN ACADEMY IN BERLIN,NY,6,Q,Q1134,FALSE,FALSE,7189374,61,19307458,58584968,433823.27,M,FALSE,TRUE,10022,Metropolitan,36061
134105066,2019,990,DEMOS A NETWORK FOR IDEAS AND ACTION,NY,7,W,W05,FALSE,FALSE,11279092,61,10574975,12946053,285949.51,U,FALSE,TRUE,10004,Metropolitan,36061
320191502,2017,990,MINDS MATTER OF NYC INC,NY,5,O,O50,FALSE,FALSE,1141174,6,1231297,1246240,133308.09,F,FALSE,TRUE,10036,Metropolitan,36061
131632524,2018,990,AMERICAN LUNG ASSOCIATION,IL,4,G,G45,FALSE,FALSE,102814889,691,218701686,206270532,173687.14,F,FALSE,TRUE,60601,Metropolitan,36061
562453276,2018,990,CHARTER SCHOOL OF EDUCATIONAL,NY,2,B,B29,FALSE,FALSE,12230349,104,13620594,19747238,195772.72,F,FALSE,TRUE,10701,Metropolitan,36061
133914342,2018,990,AVODAH THE JEWISH SERVICE CORPS INC,NY,7,S,S80,FALSE,FALSE,3507149,30,3455910,2806938,189666.54,F,FALSE,TRUE,10038,Metropolitan,36061
133057954,2018,990,NEW YORK CITY AUDUBON SOCIETY INC,NY,3,C,C30,FALSE,FALSE,1732738,12,2477030,1010255,148187.68000000002,F,FALSE,TRUE,10010,Metropolitan,36061
263788059,2018,990,1854 CEDAR AVENUE HOUSING DEVELOPMENT,NY,5,L,L21,FALSE,FALSE,1287285,0,1292285,14719155,154313.48,M,FALSE,TRUE,10004,Metropolitan,36061
133680286,2015,990,THE ARMORY FOUNDATION,NY,2,B,B25,FALSE,FALSE,6524028,85,5689213,8685290,339949.2,M,FALSE,TRUE,10032,Metropolitan,36061
133060257,2015,990,DOME PROJECT INC,NY,5,O,O99,FALSE,FALSE,578499,25,584656,95595,46957.200000000004,F,FALSE,TRUE,10024,Metropolitan,36061
133484329,2019,990,CENTER FOR COMPREHENSIVE HEALTH,NY,4,F,F20,FALSE,FALSE,9241481,108,8442838,1690759,245718.7,F,FALSE,TRUE,10029,Metropolitan,36061
237362572,2018,990,ORPHEUS CHAMBER ORCHESTRA INC,NY,1,A,A69,FALSE,FALSE,3896509,114,3896926,1919918,200125.09000000003,M,FALSE,TRUE,10027,Metropolitan,36061
510434057,2018,990,YOUNG NONPROFIT PROFESSIONALS,OR,2,B,B60,FALSE,FALSE,280165,3,235035,93404,103355.98000000001,F,FALSE,TRUE,10001,Metropolitan,36061
943139952,2018,990,OUTRIGHT ACTION INTERNATIONAL CORP,NY,7,R,R26,FALSE,FALSE,3262795,15,3825041,2974052,246409.76,F,FALSE,TRUE,10038,Metropolitan,36061
132972415,2018,990,NORTHERN MANHATTAN IMPROVEMENT CORP,NY,7,S,S20,FALSE,FALSE,15238930,212,15300390,7308892,253369.41000000003,F,FALSE,TRUE,10033,Metropolitan,36061
980592591,2015,990,THE PHILANTHROPY WORKSHOP INC,NY,7,T,T50,FALSE,FALSE,2486611,8,3427063,1496194,266247.76,F,FALSE,TRUE,10010,Metropolitan,36061
135661935,2018,990,"NATIONAL MULTIPLE SCLEROSIS SOCIETY",NY,4,G,G50,FALSE,FALSE,181293702,1117,255286181,184662971,641656.8400000001,F,FALSE,TRUE,10017,Metropolitan,36061
562359952,2018,990,PARITY INC,NY,8,X,X21,FALSE,FALSE,90128,0,136278,123846,28962.390000000003,F,FALSE,TRUE,10001,Metropolitan,36061
133516262,2018,990,HARLEM CONGREGATIONS FOR COMMUNITY,NY,7,S,S20,FALSE,FALSE,3825001,34,3255966,6429194,146397.90000000002,M,FALSE,TRUE,10039,Metropolitan,36061
133522151,2018,990,BRIDGE EAST #5 CORPORATION,NY,5,L,L24,FALSE,FALSE,0,0,64856,1621207,322505.93000000005,F,FALSE,TRUE,10027,Metropolitan,36061
133275531,2019,990,OHR TORAH STONE INSTITUTIONS OF ISRAEL,NY,8,X,X30,FALSE,FALSE,7404420,8,7294089,1734105,160276.87000000002,M,FALSE,TRUE,10036,Metropolitan,36061
131887440,2018,990,THE NEW YORK PUBLIC LIBRARY,NY,2,B,B70,FALSE,FALSE,329448745,3684,877550697,2122934060,1020475.4400000001,M,FALSE,TRUE,10016,Metropolitan,36061
133741272,2019,990,COUNCIL TOWERS I HOUSING DEVELOPMENT,NY,5,L,L22,FALSE,FALSE,1657920,0,1317909,3373508,531734.7000000001,M,FALSE,TRUE,10005,Metropolitan,36061
134014724,2018,990,CHILDREN OF CHINA PEDIATRICS FOUNDATION (PSC),NY,4,G,G98,FALSE,FALSE,406378,1,480998,432686,52618.66,F,FALSE,TRUE,10023,Metropolitan,36061
830506416,2018,990,THE CENTER FOR NEW YORK CITY,NY,5,L,L99,FALSE,FALSE,32522353,102,65388443,102470126,281517.57,F,FALSE,TRUE,10004,Metropolitan,36061
521955491,2013,990,AMERICA SCORES,NY,5,N,N64,FALSE,FALSE,709859,4,496929,198627,144230.98,F,FALSE,TRUE,10018,Metropolitan,36061
136167177,2018,990,PUERTO RICAN FAMILY INSTITUTE INC,NY,5,P,P20,FALSE,FALSE,39899042,876,39407398,18875320,100524.16,F,FALSE,TRUE,10011,Metropolitan,36061
131626154,2018,990,THE REECE SCHOOL,NY,2,B,B28,FALSE,FALSE,8287528,109,8106778,9046788,269663.82,M,FALSE,TRUE,10029,Metropolitan,36061
134020446,2018,990,NYC & COMPANY FOUNDATION INC,NY,1,A,A20,FALSE,FALSE,412442,0,618480,694911,590123.8200000001,M,FALSE,TRUE,10019,Metropolitan,36061
132617274,2018,990,EAST HARLEM BLOCK NURSERY INC,NY,5,P,P33,FALSE,FALSE,2849292,71,3646171,2588801,123641.97000000002,F,FALSE,TRUE,10027,Metropolitan,36061
131992402,2018,990,CATALYST INC,NY,7,R,R1924,FALSE,FALSE,16450139,95,36543068,41612800,155161.5,F,FALSE,TRUE,10005,Metropolitan,36061
132506620,2018,990,THE ASSOCIATION OF UNIVERSITY,NY,1,A,A0333,FALSE,FALSE,1782373,7,2481360,1714114,307147.83,M,FALSE,TRUE,10018,Metropolitan,36061
133351906,2019,990,BKS IYENGAR YOGA ASSOCIATION OF GREATER NEW YORK INC,NY,5,P,P50,FALSE,FALSE,1831662,21,1948611,607079,120000.28000000001,M,FALSE,TRUE,10011,Metropolitan,36061
237092617,2018,990,ACMP ASSOCIATED CHAMBER MUSIC PLAYERS I,NY,1,A,A6C,FALSE,FALSE,265433,2,251772,16808,105025.86,F,FALSE,TRUE,10010,Metropolitan,36061
132950801,2018,990,NORTH STAR FUND INC,NY,7,T,T70,FALSE,FALSE,9417436,22,19756734,15128699,191546.79,F,FALSE,TRUE,10018,Metropolitan,36061
133861648,2017,990,COMPREHENSIVE DEVELOPMENT INC,NY,2,B,B90,FALSE,FALSE,3614545,232,3724257,2627058,181184.16,M,FALSE,TRUE,10003,Metropolitan,36061
133888641,2018,990,JAZZ AT LINCOLN CENTER INC,NY,1,A,A68,FALSE,FALSE,44461196,634,62276803,236607594,858234.39,M,FALSE,TRUE,10019,Metropolitan,36061
131617086,2018,990,CHRISTIAN HERALD ASSOCIATION INC,NY,8,X,X20,FALSE,FALSE,22439035,228,35344650,33230702,431699.95,M,FALSE,TRUE,10016,Metropolitan,36061
134016593,2018,990,MANHATTAN CHAMBER OF COMMERCE FOUNDATION,NY,2,B,B60,FALSE,FALSE,182913,0,228668,312019,141972.5,F,FALSE,TRUE,10017,Metropolitan,36061
133410779,2018,990,NEW YORK CITY INDUSTRIAL TECHNOLOGY,NY,7,S,S02,FALSE,FALSE,2835162,10,3265817,2039257,238797.2,U,FALSE,TRUE,10018,Metropolitan,36061
133197949,2019,990,"NATIONAL COALITION AGAINST CENSORSHIP",NY,7,R,R63,FALSE,FALSE,1304885,8,868901,962828,177539.2,M,FALSE,TRUE,10038,Metropolitan,36061
111971539,2018,990,COOLEY'S ANEMIA FOUNDATION,NY,4,H,H99,FALSE,FALSE,2099709,10,2248215,5160832,173642.45,M,FALSE,TRUE,10001,Metropolitan,36061
205087783,2019,990,PILNET,NY,5,I,I0180,FALSE,FALSE,2647036,19,3211186,2408541,122321.98000000001,M,FALSE,TRUE,10005,Metropolitan,36061
203057343,2018,990,NEW HEIGHTS ACADEMY CHARTER SCHOOL,NY,2,B,B29,FALSE,FALSE,14202083,138,14522916,7401944,252622.76,F,FALSE,TRUE,10031,Metropolitan,36061
133919147,2019,990,GROOVE WITH ME INC,NY,1,A,A62,FALSE,FALSE,452233,9,741993,2080731,94317.70000000001,F,FALSE,TRUE,10035,Metropolitan,36061
133442216,2019,990,ENCOURAGE KIDS FOUNDATION,NY,4,E,E86,FALSE,FALSE,2562764,14,2898571,2267262,210215.22,F,FALSE,TRUE,10036,Metropolitan,36061
133441160,2018,990,THE NATIONAL ALLIANCE FOR,NY,1,A,A0365,FALSE,FALSE,949162,12,1128523,455922,140522.80000000002,F,FALSE,TRUE,10018,Metropolitan,36061
131825919,2018,990,CANCER CARE INC,NY,4,G,G30,FALSE,FALSE,17710980,120,22011734,22842530,428556.39,F,FALSE,TRUE,10001,Metropolitan,36061
136533158,2018,990,ASPHALT GREEN INC,NY,5,N,N31,FALSE,FALSE,30524440,1107,34339055,38869940,429511.23000000004,F,FALSE,TRUE,10128,Metropolitan,36061
132860703,2018,990,NEW YORK LAWYERS FOR THE PUBLIC INTEREST INC,NY,5,I,I83,FALSE,FALSE,5001536,36,4853614,6942931,295388.91000000003,U,FALSE,TRUE,10001,Metropolitan,36061
261196709,2018,990,CANCER CARE CO-PAYMENT ASSISTANCE,NY,4,G,G30,FALSE,FALSE,42071381,13,79222874,75642084,428556.39,F,FALSE,TRUE,10001,Metropolitan,36061
861079587,2018,990,BRIDGE HOUSE #11 CORPORATION,NY,5,L,L20,FALSE,FALSE,357422,0,133550,5025044,322505.93000000005,F,FALSE,TRUE,10027,Metropolitan,36061
352189280,2018,990,CUNY GRADUATE SCHOOL AUXILIARY,NY,2,B,B8043,FALSE,FALSE,806922,0,2007400,5422654,496746.79000000004,M,FALSE,TRUE,10016,Metropolitan,36061
133632175,2018,990,ST JOHN'S COMMUNITY HOUSING,NY,2,B,B80,FALSE,FALSE,856569,15,1303306,891886,267114.31,F,FALSE,TRUE,10115,Metropolitan,36061
300181674,2018,990,WATERAID AMERICA INC,NY,2,B,B03,FALSE,FALSE,14702870,31,14697321,6568788,279026.92000000004,F,FALSE,TRUE,10279,Metropolitan,36061
131656681,2016,990,POSTGRADUATE CENTER FOR MENTAL HEALTH,NY,4,F,F32,FALSE,FALSE,33565273,560,53319492,141000237,1157049.1700000002,M,FALSE,TRUE,10016,Metropolitan,36061
134194707,2019,990,UNIFORMED FIREFIGHTERS ASSOCIATION,NY,2,B,B82,FALSE,FALSE,485112,0,2883181,6668820,141084.15000000002,M,FALSE,TRUE,10010,Metropolitan,36061
