EIN,m1,m2,m3,m4,m5
271291124,R,4,H,H9,H90
411293970,R,12,E,E2,E22
411382134,S,5,P,P0,P05
237167576,R,4,E,E3,E32
410724066,R,8,X,X2,X20
200956455,R,5,P,P2,P27
411554455,R,7,T,T3,T31
410944885,R,3,D,D5,D50
410958386,R,5,I,I8,I80
200956601,R,5,P,P2,P27
410698301,R,11,B,B4,B43
410903890,R,5,P,P2,P20
261305369,R,2,B,B2,B29
411852308,R,4,E,E9,E92
371518372,R,2,B,B2,B25
411801967,S,4,E,E3,E32
416051127,R,4,E,E9,E91
411806657,R,12,E,E2,E22
411805317,R,5,L,L2,L22
410915124,R,7,T,T7,T70
203905841,R,5,P,P7,P74
411315033,R,1,A,A8,A82
201161981,R,2,B,B2,B29
416049739,R,5,P,P2,P20
411752558,R,5,L,L2,L20
411813221,R,12,E,E2,E21
201161981,R,2,B,B2,B29
411344743,R,5,P,P4,P43
202155820,R,5,L,L2,L21
363501479,R,5,O,O3,O31
237366680,R,7,T,T7,T70
363311936,R,12,E,E2,E22
201056964,R,2,B,B2,B29
411333578,R,5,P,P4,P46
410855267,R,7,T,T7,T70
411296959,R,5,P,P3,P31
411926728,S,2,B,B0,B11
410955577,R,5,P,P2,P20
464095121,R,7,W,W7,W70
731719218,S,4,E,E0,E11
410693890,R,5,P,P2,P27
721580723,R,1,A,A8,A82
411225014,R,5,J,J3,J30
411653997,R,2,B,B2,B25
411278194,R,5,L,L2,L20
411863110,R,4,F,F2,F22
731663207,R,2,B,B2,B29
410904809,R,5,P,P2,P20
640640292,S,4,E,E0,E11
640651149,R,4,E,E3,E32
640624495,R,4,E,E3,E30
640340760,R,5,P,P2,P27
640929171,S,2,B,B0,B11
646022505,S,2,B,B4,B40
640625076,R,4,E,E3,E30
640438336,R,2,B,B2,B28
581998577,R,1,A,A5,A54
640837485,R,1,A,A5,A51
273198260,R,5,O,O5,O50
640539145,R,5,O,O2,O23
640441554,R,7,S,S3,S30
640547585,R,5,J,J3,J32
134289037,R,5,L,L4,L41
640921721,R,5,J,J3,J33
205640452,R,5,L,L5,L50
640758344,R,8,X,X2,X20
640812734,R,4,G,G5,G50
640561264,R,1,A,A2,A26
640642776,R,7,W,W6,W60
205469890,R,2,B,B8,B83
134203234,S,5,I,I4,I40
640676325,R,5,K,K3,K31
640655566,R,7,S,S8,S80
640750633,S,5,L,L2,L20
800881660,R,12,E,E2,E21
264419982,S,5,P,P0,P03
640733141,R,5,I,I8,I80
640845750,R,7,T,T3,T31
640666919,R,5,I,I8,I80
640793424,R,5,I,I4,I40
640303084,R,11,B,B4,B43
640435317,R,4,E,E5,E50
582062107,R,5,L,L2,L22
640564343,R,5,P,P2,P20
640829371,R,4,E,E3,E30
640646692,R,4,E,E3,E30
640584648,R,5,P,P2,P27
271757642,R,12,E,E2,E20
201356663,R,12,E,E2,E21
640834532,R,4,E,E3,E32
260792328,R,12,E,E2,E20
640670314,R,4,E,E9,E91
640702225,R,7,T,T3,T31
640345119,R,12,E,E2,E22
640655993,S,4,E,E2,E20
640537630,R,2,B,B2,B20
640508308,S,4,E,E2,E20
481256219,R,8,X,X2,X20
640315213,R,5,O,O4,O41
640751410,R,12,E,E2,E22
640926753,R,12,E,E2,E22
640653269,R,12,E,E2,E21
640780130,R,4,E,E6,E62
640662976,R,12,E,E2,E20
640741047,R,12,E,E2,E22
640668465,R,12,E,E2,E22
640819193,R,12,E,E2,E22
640937314,S,4,G,G0,G05
640580940,R,4,E,E3,E32
640507167,S,8,X,X2,X20
237271055,S,4,E,E7,E70
640901569,S,7,U,U4,U40
582022067,R,4,G,G4,G44
640733014,R,5,P,P2,P20
640362410,R,5,J,J3,J32
640620763,R,4,E,E3,E30
201835779,R,12,E,E2,E20
640723407,S,2,B,B4,B40
510163622,R,3,D,D6,D60
640468044,R,7,S,S2,S20
870741588,R,12,E,E2,E22
460501512,S,1,A,A5,A50
640508153,R,5,L,L2,L21
430356250,R,11,B,B5,B50
431757553,S,4,E,E7,E70
431757553,S,4,E,E7,E70
440537826,R,12,E,E2,E22
440537826,R,12,E,E2,E22
430415670,R,2,B,B2,B20
273282543,R,4,E,E8,E80
431225829,R,4,E,E8,E86
431372690,R,7,W,W3,W30
431081151,R,5,I,I4,I44
431036995,R,4,G,G4,G41
430735827,R,7,T,T7,T70
431483863,R,5,P,P4,P43
510166741,S,1,A,A3,A30
431238934,R,5,K,K3,K31
431208745,R,5,L,L2,L22
237035423,S,2,B,B0,B11
431268319,R,5,K,K3,K31
440552491,R,5,P,P2,P27
430896903,R,5,J,J3,J33
430829262,R,5,P,P4,P40
237035423,S,2,B,B0,B11
431762646,R,5,P,P8,P80
440648649,R,4,F,F3,F33
431799296,R,5,I,I7,I73
430662499,R,12,E,E2,E21
431111276,S,2,B,B0,B11
237246265,R,12,E,E2,E22
440629397,R,12,E,E2,E22
431928995,R,8,X,X2,X20
431237483,R,5,P,P8,P80
311735305,R,5,P,P7,P73
431556416,R,4,F,F3,F32
431684627,R,12,E,E2,E20
431919774,R,4,F,F3,F33
431746357,R,5,L,L8,L81
431356176,S,4,E,E0,E11
430981081,R,5,I,I5,I50
680545808,R,5,P,P8,P80
430889695,R,5,J,J2,J20
202267157,R,4,E,E9,E90
391965308,R,12,E,E2,E21
431466115,R,8,X,X2,X20
430898947,S,4,E,E2,E20
431797156,R,3,C,C6,C60
430907452,R,5,J,J3,J33
431239865,R,5,N,N3,N31
431116734,R,5,P,P4,P46
431786978,R,5,P,P4,P47
431720170,R,4,E,E6,E61
431729078,R,5,I,I7,I72
431568214,R,1,A,A5,A52
264456587,S,5,J,J0,J11
431106228,R,5,I,I8,I80
431568214,R,1,A,A5,A52
440589787,R,11,B,B4,B42
237290968,R,7,T,T3,T31
431753974,S,2,B,B0,B11
440545283,R,5,P,P2,P27
204574229,R,5,P,P4,P43
440552047,R,7,T,T7,T70
440552049,R,11,B,B4,B43
431383616,R,5,P,P7,P75
440594943,R,5,O,O4,O42
430828205,R,5,P,P2,P20
204942869,R,7,T,T2,T20
431329610,R,4,E,E9,E92
430654854,R,11,B,B4,B43
431873914,S,4,E,E0,E11
446005758,R,12,E,E2,E22
431207270,R,7,R,R2,R23
431125281,R,5,J,J3,J32
431918107,S,4,E,E0,E11
431848034,S,2,B,B0,B19
264145021,S,5,I,I6,I60
431557555,R,4,E,E9,E91
475359250,R,2,B,B2,B29
431584928,R,7,S,S8,S81
204535728,R,5,I,I7,I72
440661018,R,12,E,E2,E22
200945406,R,4,G,G4,G41
431465268,R,4,G,G8,G81
431412078,S,1,A,A6,A62
431747502,R,12,E,E2,E21
510181875,S,2,B,B0,B12
440552079,R,1,A,A6,A61
430828038,R,1,A,A6,A69
431304714,S,5,P,P7,P75
237413671,R,2,B,B2,B28
440545994,R,5,J,J2,J20
431164177,R,6,Q,Q3,Q30
440605373,R,12,E,E2,E24
237368504,R,7,S,S2,S20
431536704,R,5,P,P8,P80
431152398,R,7,T,T3,T31
440546100,R,7,S,S8,S81
431718104,R,4,F,F3,F30
431337104,R,4,E,E9,E92
431912033,S,7,S,S0,S12
431758998,R,7,W,W3,W30
431851910,R,2,B,B2,B24
820563117,R,3,D,D2,D20
430962293,R,5,P,P4,P43
430949079,R,4,F,F3,F30
440545280,R,11,B,B5,B50
431336600,S,4,E,E0,E11
431532266,S,5,L,L2,L20
237303693,R,1,A,A2,A26
430984039,R,4,F,F2,F22
431036743,R,5,L,L2,L20
431435729,R,2,B,B6,B60
430994417,R,5,P,P8,P81
431194064,S,4,E,E2,E20
651169138,R,5,J,J2,J20
431194064,S,4,E,E2,E20
431195708,R,5,J,J3,J32
431197168,R,5,P,P6,P60
440641486,R,4,F,F2,F21
431204633,R,7,S,S3,S30
431817830,R,2,B,B2,B25
431121678,R,7,T,T5,T50
364580402,R,5,P,P2,P20
431179222,S,5,I,I8,I80
431477670,R,5,P,P7,P75
431388461,S,4,E,E2,E20
431759425,R,5,O,O5,O52
141987692,R,5,L,L5,L50
431496422,R,4,H,H9,H92
431170012,R,5,L,L2,L22
237302390,R,5,P,P7,P75
431623792,S,5,P,P0,P11
440558260,R,5,P,P2,P28
431401328,R,7,R,R2,R28
431925015,R,7,S,S3,S30
430907114,S,2,B,B0,B11
431784869,S,2,B,B0,B01
731603960,R,5,P,P8,P85
431558437,R,5,P,P2,P27
440556865,R,7,T,T7,T70
362800788,R,4,F,F6,F60
430827872,R,7,S,S2,S20
204869329,R,5,J,J3,J30
431762775,R,5,P,P8,P80
952630437,R,8,X,X2,X20
430971877,R,5,P,P2,P20
431007642,R,11,B,B4,B42
430834206,R,7,S,S2,S20
470611476,R,7,S,S2,S20
431552302,R,7,S,S3,S30
436004544,R,12,E,E2,E22
431893333,R,5,J,J2,J20
461583288,R,5,P,P8,P80
430743910,R,11,B,B4,B42
352203101,R,4,F,F3,F32
431591959,S,2,B,B4,B41
430714369,R,5,O,O2,O23
431752410,R,5,P,P8,P80
431033862,R,5,P,P3,P32
431196776,R,5,I,I6,I60
431798488,R,5,L,L2,L20
203661442,R,5,P,P8,P80
431914320,R,8,X,X2,X20
430764144,R,5,J,J3,J33
134252421,R,1,A,A6,A65
431856223,R,5,P,P3,P33
431546798,R,5,P,P8,P82
431848967,R,5,N,N3,N30
430838410,R,5,P,P2,P20
430694556,R,11,B,B4,B43
261516789,S,4,E,E0,E11
430697046,R,5,P,P7,P70
430692190,R,4,G,G9,G99
431365901,R,5,P,P8,P81
431803006,R,5,P,P8,P80
430725282,R,4,G,G4,G41
431587517,R,4,G,G3,G30
431821038,R,5,P,P3,P33
430652650,R,5,P,P3,P30
431154603,R,5,L,L2,L22
431094755,R,5,L,L2,L22
431472026,S,4,E,E0,E11
431830354,R,5,P,P8,P81
431718980,R,4,F,F2,F20
430827852,R,4,F,F2,F21
431458163,R,4,G,G5,G50
135562362,R,8,X,X9,X99
431758789,R,7,T,T3,T31
430653263,R,5,N,N2,N20
205631988,R,8,X,X3,X30
731279603,S,4,E,E2,E20
431343281,R,12,E,E2,E21
431892785,R,7,T,T3,T30
431328026,R,2,B,B2,B28
430817015,R,11,B,B4,B43
237248078,R,5,L,L2,L22
431485438,R,1,A,A5,A50
430983817,S,2,B,B2,B20
200265693,R,5,P,P3,P30
431948011,R,5,P,P7,P75
431677739,R,5,P,P8,P82
430764111,R,11,B,B4,B42
430746185,R,11,B,B4,B42
431257889,S,5,L,L5,L50
431528548,R,4,F,F3,F33
431744746,R,5,P,P7,P75
431864732,R,5,N,N6,N60
311617841,R,5,L,L2,L22
431379801,R,5,P,P8,P80
431166906,R,8,X,X2,X20
760605535,R,8,X,X2,X21
431192510,R,5,P,P3,P30
436000404,S,8,X,X2,X20
431143899,R,4,F,F8,F80
430790330,R,5,P,P3,P30
430837257,R,5,P,P6,P60
430633449,R,12,E,E2,E22
431395863,R,5,K,K3,K31
431577510,S,4,E,E0,E11
430839302,R,7,S,S2,S20
431297209,R,5,N,N5,N50
431348373,R,5,N,N2,N20
300107007,S,4,E,E0,E11
440545271,R,11,B,B4,B41
431441406,R,5,P,P8,P82
431791656,R,4,E,E4,E42
436023126,R,7,T,T3,T31
430714167,R,7,T,T7,T70
431813849,S,2,B,B0,B12
431848056,R,4,E,E4,E42
430733936,R,5,J,J3,J33
431306778,R,3,C,C4,C42
430652636,R,5,P,P3,P33
431833528,R,5,P,P3,P33
431750172,R,7,W,W7,W70
260059867,R,3,D,D2,D20
237433924,R,4,F,F3,F30
430652652,R,5,P,P3,P30
810818111,R,7,S,S4,S40
161671788,R,5,L,L2,L21
430652630,R,4,F,F3,F30
430817642,R,4,E,E3,E32
430653605,R,5,P,P2,P22
431723570,R,5,J,J3,J32
431799627,R,5,I,I4,I40
431873629,S,2,B,B9,B90
431829149,R,7,T,T3,T30
431797873,R,7,S,S2,S20
431807059,R,7,R,R2,R28
800471494,R,5,I,I8,I80
431118974,R,5,L,L2,L25
900656137,R,4,F,F3,F32
430653261,R,5,O,O2,O21
431099929,R,5,P,P6,P60
201718533,S,6,Q,Q0,Q12
620967197,R,2,B,B8,B80
431202816,R,1,A,A9,A90
204768985,R,5,O,O5,O50
237102928,S,7,S,S0,S11
430652666,R,4,E,E4,E42
430653512,R,5,L,L2,L22
431853499,R,4,G,G4,G41
430893706,R,5,J,J2,J20
461205201,S,9,Y,Y5,Y50
430652684,R,5,P,P2,P20
431213751,R,5,P,P4,P45
431492878,R,5,K,K3,K30
264049289,S,5,M,M0,M11
237112449,R,5,P,P8,P80
311569553,R,5,L,L2,L21
810384618,R,12,E,E2,E22
810224734,R,12,E,E2,E22
810366158,R,5,P,P8,P82
810303335,R,4,F,F2,F22
810542869,R,5,P,P8,P84
810233495,R,2,B,B2,B21
810347441,R,4,F,F3,F32
391978220,R,5,N,N2,N20
810438469,R,4,F,F4,F40
816003526,R,1,A,A5,A51
810297418,R,5,P,P2,P20
810440518,S,4,E,E7,E70
810440518,S,4,E,E7,E70
201847487,R,4,E,E3,E32
810413320,R,1,A,A6,A69
562579734,R,5,N,N3,N32
810383437,R,5,P,P3,P33
810538434,R,2,B,B2,B28
810247706,R,8,X,X2,X21
810526541,S,4,E,E0,E11
810232121,R,12,E,E2,E22
208837637,R,4,E,E5,E50
816001649,S,2,B,B4,B40
810405940,S,2,B,B7,B70
911632134,R,5,L,L2,L22
363501185,R,5,I,I7,I72
810363189,R,4,E,E3,E32
841383214,R,4,E,E5,E50
810520589,R,3,C,C3,C32
810478307,R,1,A,A6,A61
810541893,R,3,C,C3,C30
270037218,R,5,L,L2,L21
810350886,R,5,P,P2,P20
510376237,R,6,Q,Q3,Q30
237375919,R,3,D,D2,D20
810524709,R,5,L,L2,L22
810420650,R,11,B,B4,B41
363464641,R,7,T,T9,T99
810539096,S,4,E,E7,E70
810345779,R,5,P,P8,P81
810378823,R,11,B,B4,B42
810221486,R,12,E,E2,E22
810304870,R,7,S,S8,S80
810411562,R,5,L,L8,L82
810415668,R,5,J,J2,J22
810352330,R,5,P,P8,P80
237138696,R,5,O,O3,O31
810445339,R,7,R,R6,R60
510198932,R,3,C,C3,C34
810412530,R,3,C,C3,C30
810450150,R,7,T,T3,T31
810370219,R,4,F,F2,F22
237131678,R,5,L,L4,L41
810391131,R,5,I,I8,I80
810296458,R,7,S,S2,S20
810397037,R,5,J,J2,J22
810541491,R,5,P,P9,P99
753103575,R,7,W,W6,W61
810506868,R,3,C,C3,C34
810402506,R,5,P,P8,P80
810269223,R,12,E,E2,E21
810362989,S,2,B,B4,B40
810369020,R,5,P,P4,P43
810472959,R,4,G,G3,G30
521786332,R,5,N,N2,N20
810425934,R,4,E,E9,E92
810334506,R,2,B,B2,B24
870483446,R,3,C,C9,C99
237056976,S,4,E,E0,E11
810307814,R,4,F,F3,F32
510167061,R,5,P,P8,P82
810414143,R,5,K,K3,K31
810510580,R,5,K,K2,K20
810287854,R,7,T,T7,T70
810421243,R,5,K,K3,K31
810449101,R,3,C,C3,C30
810494064,R,5,J,J2,J20
810299560,R,5,J,J3,J33
810432169,R,4,E,E3,E32
810233504,R,5,P,P2,P27
651202190,S,4,E,E0,E11
810231785,R,12,E,E2,E22
810286525,R,12,E,E2,E22
810392231,R,12,E,E2,E22
810350430,S,2,B,B0,B11
810366245,R,5,P,P4,P40
810262019,R,4,F,F3,F33
810419905,S,5,P,P0,P12
363343886,R,5,P,P3,P30
810500554,R,1,A,A8,A80
200954365,R,5,I,I5,I51
810422077,R,5,P,P8,P80
810235407,R,11,B,B4,B43
810411290,R,3,D,D5,D50
810359499,R,4,F,F3,F32
810300497,R,5,P,P2,P28
810300207,R,5,P,P6,P60
810415271,R,7,S,S8,S80
810347025,R,5,P,P8,P82
810406157,R,1,A,A6,A65
470804412,R,7,S,S3,S32
470553823,R,7,W,W9,W99
311543695,R,7,T,T3,T30
208072234,R,12,E,E2,E20
470379399,R,5,P,P7,P75
470486026,R,4,E,E9,E91
420738980,R,5,P,P2,P27
470493447,R,2,B,B9,B99
470399856,R,1,A,A6,A61
273520778,R,3,D,D2,D20
470642708,R,4,E,E7,E70
470384319,R,4,E,E9,E91
470447496,R,7,T,T2,T22
363649217,R,11,B,B5,B50
364261067,R,1,A,A5,A50
470483506,R,5,I,I8,I80
204417891,R,1,A,A4,A40
204417645,R,1,A,A4,A40
470560469,S,2,B,B0,B11
481297244,R,1,A,A4,A40
470727974,R,4,G,G9,G94
421626679,R,1,A,A4,A40
470666229,R,7,S,S4,S43
470828015,R,1,A,A4,A40
273483415,R,1,A,A4,A40
470665946,R,4,E,E5,E50
476039304,R,1,A,A6,A69
470785487,R,7,S,S8,S82
470767984,R,5,L,L2,L20
470775707,R,7,S,S2,S20
470653927,R,1,A,A9,A90
476105603,S,4,E,E2,E20
205765691,S,5,L,L5,L50
202997161,R,1,A,A4,A40
273205476,S,5,P,P8,P80
261710013,R,1,A,A4,A40
470376529,R,5,P,P7,P70
261710184,R,1,A,A4,A40
470762798,S,2,B,B0,B12
470259720,R,4,E,E7,E70
470828012,R,1,A,A4,A40
470727973,R,4,E,E6,E60
263064869,R,4,E,E3,E31
363528940,R,7,S,S5,S50
470376612,R,5,P,P2,P20
205765731,R,1,A,A4,A40
470550903,R,4,G,G8,G80
237300162,R,4,E,E4,E42
263499345,R,5,M,M2,M24
206892034,R,7,T,T3,T30
261710259,R,1,A,A4,A40
470376586,R,5,P,P2,P27
208809060,S,7,S,S0,S05
260808357,R,5,L,L4,L41
470835035,S,1,A,A5,A51
215731401,R,12,E,E2,E21
470709560,R,5,P,P8,P81
237087658,R,5,N,N6,N64
470793980,R,5,L,L8,L81
264555206,R,1,A,A4,A40
470597541,R,4,E,E6,E65
470376529,R,5,P,P7,P70
470813703,S,1,A,A2,A26
204841856,R,1,A,A4,A40
300206686,R,2,B,B8,B82
471523974,R,2,B,B9,B99
911785457,R,5,L,L9,L99
470834161,R,7,S,S5,S50
470376605,R,7,T,T7,T70
452274312,R,1,A,A2,A26
237208431,R,4,F,F2,F20
476024984,S,4,E,E7,E70
470522836,R,5,J,J3,J32
470761023,R,5,L,L2,L22
476032570,R,7,T,T3,T31
391901298,R,4,F,F3,F30
470619982,S,2,B,B2,B25
470716006,R,8,X,X9,X99
470463911,R,12,E,E2,E22
470492640,R,5,P,P2,P20
470468078,R,12,E,E2,E22
470398819,R,4,F,F3,F32
470379836,R,12,E,E2,E22
470378985,R,5,O,O4,O41
470708499,R,2,B,B9,B90
470736003,R,5,J,J2,J22
470646445,S,5,P,P0,P19
470376524,R,11,B,B4,B43
470723178,R,5,P,P4,P40
237159940,R,7,T,T2,T22
470378980,R,2,B,B8,B84
470789985,R,4,E,E3,E31
470405319,R,11,B,B4,B43
470714576,R,5,L,L2,L20
476000332,R,1,A,A8,A82
470379839,S,2,B,B4,B40
476022615,R,8,X,X8,X84
470822878,S,4,F,F8,F80
237359778,R,1,A,A2,A26
470632613,R,5,P,P3,P32
470716636,R,1,A,A5,A52
470798048,S,5,L,L2,L20
470376584,R,5,P,P4,P40
363430278,R,5,L,L8,L80
470770954,R,5,P,P3,P33
470603366,R,5,P,P7,P70
470800906,R,7,S,S9,S99
363853746,R,5,N,N6,N6A
470840990,R,5,O,O3,O30
470794732,R,5,O,O3,O31
470685407,R,7,W,W7,W70
470812726,R,5,I,I7,I72
470439599,R,12,E,E2,E24
470662290,R,12,E,E2,E22
911772474,S,4,E,E0,E11
470833378,R,4,F,F3,F32
470807617,R,5,P,P2,P27
470533373,R,12,E,E2,E22
470377991,R,11,B,B4,B43
476026109,S,3,C,C0,C03
470775766,S,2,B,B0,B19
260494124,R,1,A,A5,A50
470619646,R,1,A,A5,A57
470538957,R,5,P,P7,P75
470545622,R,7,S,S3,S30
470439999,R,5,P,P2,P27
470391515,R,8,X,X2,X21
470819116,R,5,L,L2,L22
476032870,R,2,B,B8,B82
470379039,R,12,E,E2,E22
943119458,R,4,F,F6,F60
710931708,S,3,C,C3,C30
432074467,S,2,B,B0,B11
880268803,R,5,L,L2,L20
880060273,R,5,O,O4,O42
462711511,R,11,B,B4,B43
880108496,R,5,P,P2,P20
510136847,R,5,O,O3,O31
800350583,R,4,G,G8,G84
463098169,R,12,E,E2,E21
943192750,R,5,P,P8,P88
840681412,R,4,F,F2,F22
880253276,R,5,P,P8,P85
942965164,S,5,O,O2,O20
201861496,R,4,F,F5,F54
880220078,R,5,P,P8,P80
880306804,S,4,H,H9,H98
880348811,R,5,N,N5,N52
452466057,R,4,F,F2,F21
943108570,R,7,S,S8,S80
886003567,R,5,J,J3,J33
880098500,R,7,T,T7,T70
880071328,R,7,T,T7,T70
262603806,R,4,G,G8,G80
880098500,R,7,T,T7,T70
880256389,R,1,A,A5,A54
204388240,R,4,G,G4,G41
200714837,R,3,C,C3,C30
880292094,R,2,B,B9,B90
880323877,R,5,L,L8,L81
880383932,R,1,A,A5,A54
942411883,R,5,P,P4,P43
886006970,R,5,P,P7,P73
880501398,R,7,U,U4,U40
461249252,R,8,X,X2,X20
880276314,R,7,V,V3,V30
880405927,R,12,E,E2,E22
870447025,R,1,A,A2,A24
880256932,R,12,E,E2,E22
880463462,S,2,B,B0,B11
880266600,R,7,T,T7,T70
880115760,S,5,N,N4,N40
880293149,R,4,E,E3,E32
880201840,R,4,F,F4,F40
942924979,R,5,K,K3,K31
886005362,R,5,I,I8,I80
943089070,R,5,L,L2,L20
464884633,R,11,B,B4,B43
942985554,R,4,F,F4,F40
562509441,R,5,P,P7,P70
880387740,R,4,F,F2,F21
880060580,R,5,O,O4,O42
880185319,S,2,B,B0,B11
880230538,R,5,N,N6,N69
362486896,S,5,I,I2,I21
942860375,R,7,T,T9,T90
886005167,R,5,O,O5,O53
942838340,R,5,P,P7,P70
942863819,R,4,E,E8,E86
880054210,R,5,P,P7,P73
943199117,R,4,E,E3,E32
943164032,R,7,T,T4,T40
880336974,R,4,E,E7,E70
202110940,R,5,P,P6,P62
222570407,R,5,L,L2,L20
223035216,S,4,E,E0,E11
200999212,R,5,P,P8,P84
222593431,R,4,E,E8,E86
261303951,R,6,Q,Q3,Q33
223159643,R,5,L,L2,L20
237394706,R,1,A,A2,A25
203064137,R,5,L,L2,L22
274204522,R,1,A,A5,A57
331003630,S,4,E,E2,E21
611508839,S,4,E,E2,E21
510138674,R,7,T,T7,T70
743186259,R,5,I,I7,I72
810555176,R,7,W,W7,W70
223396725,R,4,G,G8,G81
912069574,R,7,T,T4,T40
237035275,R,1,A,A5,A54
200672817,S,2,B,B0,B19
910880684,R,3,C,C3,C30
455106240,R,4,G,G4,G41
264206936,R,5,L,L2,L24
223521022,R,5,P,P2,P20
900060769,R,7,R,R2,R28
221508549,R,4,G,G2,G20
221610844,R,5,P,P4,P44
221997720,R,5,P,P2,P27
133696515,S,6,Q,Q3,Q30
271101121,R,5,P,P7,P75
222749097,S,4,E,E7,E70
221494434,R,11,B,B4,B43
222696585,S,2,B,B7,B70
223466678,R,4,E,E9,E91
221494434,R,11,B,B4,B43
202633437,R,4,E,E3,E30
221494725,R,5,P,P2,P27
528267060,R,5,P,P8,P80
134198529,S,4,G,G0,G03
221500528,R,4,E,E9,E91
221508549,R,4,G,G2,G20
221487394,R,5,P,P2,P27
222223109,R,5,P,P4,P46
201940952,R,4,G,G8,G84
222245961,R,5,L,L2,L20
222451449,R,5,L,L2,L24
562513843,R,7,T,T3,T30
221912028,R,11,B,B4,B43
222630060,S,5,M,M0,M11
260493240,R,5,P,P7,P75
112697261,R,6,Q,Q3,Q30
221660518,R,5,O,O2,O23
210633410,R,5,P,P7,P75
223655020,R,5,L,L2,L22
223786210,R,4,F,F3,F33
201260729,R,5,L,L2,L20
210695537,R,4,G,G2,G20
262464242,S,5,L,L0,L11
201329143,S,4,E,E9,E91
222905055,R,5,L,L2,L20
223277404,R,5,L,L2,L22
521819856,R,4,F,F8,F80
231550955,R,12,E,E2,E24
237048397,R,4,F,F3,F33
201270189,R,5,L,L2,L20
208591478,R,5,P,P4,P40
222049500,S,4,E,E9,E91
202755049,R,5,L,L2,L20
210663921,R,4,E,E9,E91
510462458,R,5,L,L2,L22
222358827,R,4,E,E7,E70
223604324,R,1,A,A8,A80
222430393,R,4,E,E8,E86
222442036,R,7,T,T7,T70
222390872,R,5,L,L2,L22
222199368,R,7,T,T9,T90
221773439,R,12,E,E2,E22
222807816,R,7,S,S4,S43
223832149,S,4,E,E2,E21
222443981,R,4,E,E6,E62
233036699,R,4,E,E3,E31
201260545,R,7,T,T3,T31
221843254,R,5,I,I8,I80
222762189,S,5,L,L2,L20
221912812,R,4,G,G5,G50
222618681,R,5,P,P3,P33
210725790,R,7,S,S2,S20
222623089,R,5,K,K3,K31
221969859,R,5,J,J3,J33
210738420,R,8,X,X2,X20
472341320,R,2,B,B2,B29
210634484,R,12,E,E2,E22
222763588,R,4,E,E9,E99
222747589,R,4,E,E3,E32
221487273,R,5,P,P2,P28
311659369,R,7,W,W7,W70
221487229,R,5,P,P8,P84
221911104,R,5,L,L2,L21
221994553,R,2,B,B2,B20
222889703,R,1,A,A6,A61
202247312,R,7,S,S4,S43
222164120,R,5,P,P2,P20
222699121,R,5,L,L4,L40
237133263,R,5,P,P2,P20
320074004,R,1,A,A6,A61
271091396,R,5,L,L2,L21
222482774,R,5,L,L4,L41
221487279,R,5,P,P4,P46
221559422,R,1,A,A6,A69
221761128,R,5,P,P2,P20
221947020,R,4,F,F2,F22
223196074,S,1,A,A6,A61
222712067,R,5,L,L2,L20
222137728,R,1,A,A3,A34
222186490,R,5,P,P8,P82
221552820,R,5,P,P2,P27
221692677,R,4,F,F3,F32
223525184,R,2,B,B2,B21
352205774,R,5,I,I7,I72
223532525,R,5,L,L5,L50
300528128,S,5,I,I0,I02
222504469,R,4,F,F9,F99
272599549,S,4,E,E3,E31
223452311,R,12,E,E2,E22
221487122,R,3,D,D2,D20
222412819,R,1,A,A2,A26
222322102,R,4,F,F3,F33
364556441,R,4,F,F3,F33
383663314,S,2,B,B0,B12
202588166,R,7,R,R2,R26
216006822,R,7,T,T7,T70
222495152,R,4,F,F2,F22
221949677,R,4,E,E4,E40
943471934,R,5,K,K3,K30
222051458,R,4,E,E4,E42
223814193,R,4,E,E3,E31
221758926,R,5,P,P8,P82
221818699,R,5,P,P2,P20
221811616,R,5,P,P2,P20
311621632,R,5,L,L2,L22
226017481,R,5,P,P4,P44
222302253,R,1,A,A5,A57
221629147,R,5,J,J3,J30
810578344,R,4,F,F3,F30
521565405,R,7,S,S2,S20
455056982,S,5,K,K0,K05
223061060,R,5,K,K3,K31
223199292,R,3,C,C3,C32
273326766,R,12,E,E2,E21
221990231,R,5,K,K3,K34
223490986,R,7,S,S4,S41
222185298,R,5,P,P4,P46
210634501,R,11,B,B4,B43
521260470,R,5,N,N6,N66
222208789,R,4,G,G8,G80
210634563,R,5,P,P4,P46
226074979,R,1,A,A8,A82
223486441,R,4,E,E4,E42
222994176,R,4,H,H9,H92
210638152,R,5,N,N4,N40
521746234,R,7,T,T3,T31
223677684,R,5,J,J2,J20
205666181,R,5,L,L2,L20
222716244,R,7,S,S3,S30
222999087,R,7,S,S2,S21
222259791,S,4,E,E9,E90
222339547,R,5,N,N6,N64
451257757,R,4,E,E8,E80
204671567,R,5,L,L2,L21
562467563,R,5,P,P2,P27
210733990,R,5,P,P2,P28
222681317,S,2,B,B0,B05
223824520,R,6,Q,Q3,Q30
223283911,R,4,G,G3,G30
222954710,S,4,E,E2,E21
222123700,R,5,P,P3,P33
236275472,R,5,N,N6,N60
136400773,R,6,Q,Q3,Q30
221774147,R,5,O,O5,O53
136163215,S,6,Q,Q0,Q11
760752597,R,5,L,L2,L20
223227943,R,4,E,E9,E91
270375809,R,3,C,C3,C35
223770968,S,7,R,R2,R28
210635052,R,5,P,P2,P27
210675183,R,5,P,P2,P20
223490986,R,7,S,S4,S41
