EIN,FormYr,FormType,Name,State,MajorGroup,NTEE,NTEE.CC,UNIV,HOSP,TotalExpense,TotalEmployee,GrossReceipts,TotalAssests,CEOCompensation,Gender,TransitionYr,TRANS.D,ZIP5,RUCA,LocationType,FIPS
133711803,2018,990,PRIMARY CARE DEVELOPMENT CORPORATION,NY,4,E,E80,FALSE,FALSE,11573611,65,14107223,93930403,450232.54,F,FALSE,TRUE,10006,1.6805555555555556,Metropolitan,36061
131887440,2018,990,THE NEW YORK PUBLIC LIBRARY,NY,2,B,B70,FALSE,FALSE,329448745,3684,877550697,2122934060,1104734.88,M,FALSE,TRUE,10016,1.6805555555555556,Metropolitan,36061
131624231,2019,990,YOUNG WOMEN'S CHRISTIAN ASSOCIATION RETIREMENT FUND INCORPORATED,NY,9,Y,Y30,FALSE,FALSE,38694480,21,346685789,382180207,181891.09999999998,M,FALSE,TRUE,10017,1.6805555555555556,Metropolitan,36061
141387863,2018,990,LOUIS AUGUST JONAS FOUNDATION INC,NY,5,O,O51,FALSE,FALSE,1184106,39,1241488,12608032,158927.12,F,FALSE,TRUE,10012,1.6805555555555556,Metropolitan,36061
133790165,2017,990,TRI-STATE TRANSPORTATION CAMPAIGN INC,NY,3,C,C30,FALSE,FALSE,554517,9,314079,292870,31307.76,F,FALSE,TRUE,10001,1.6805555555555556,Metropolitan,36061
273530769,2015,990,AGAHOZO-SHALOM YOUTH VILLAGE INC,NY,5,P,P76,FALSE,FALSE,2966453,5,3741055,14021075,249303.31999999998,F,FALSE,TRUE,10018,1.6805555555555556,Metropolitan,36061
133581495,2018,990,323 HOUSTON STREET CORPORATION,NY,5,L,L20,FALSE,FALSE,291251,0,204371,231858,349134.86,F,FALSE,TRUE,10027,1.6805555555555556,Metropolitan,36061
131790758,2018,990,YESHIVA ENDOWMENT FOUNDATION INC,NY,2,B,B1140,FALSE,FALSE,1604188,0,26857532,32452310,918962.76,U,FALSE,TRUE,10033,1.6805555555555556,Metropolitan,36061
131941627,2018,990,VERA INSTITUTE OF JUSTICE INC,NY,7,W,W20,FALSE,FALSE,130260814,288,161471192,136341948,519643.68,M,FALSE,TRUE,10279,1.6805555555555556,Metropolitan,36061
133248876,2017,990,THE OLIVER SCHOLARS PROGRAM INC,NY,2,B,B28,FALSE,FALSE,4018563,36,18500320,32248862,285509.26,M,FALSE,TRUE,10038,1.6805555555555556,Metropolitan,36061
134019464,2018,990,PROJECT ALS INC,NY,4,G,G50,FALSE,FALSE,4609038,7,5030243,2000729,246070.12,F,FALSE,TRUE,10032,1.6805555555555556,Metropolitan,36061
132738818,2018,990,METROPOLITAN NEW YORK COORDINATING,NY,5,P,P20,FALSE,FALSE,19882113,205,20899506,43716117,515436.98,M,FALSE,TRUE,10005,1.6805555555555556,Metropolitan,36061
133922973,2018,990,HELP USA INC,NY,7,S,S50,FALSE,FALSE,562186,0,711086,8748708,504464.16,M,FALSE,TRUE,10003,1.6805555555555556,Metropolitan,36061
132785566,2018,990,THE CHILD SCHOOL-LEGACY HIGH SCHOOL,NY,2,B,B28,FALSE,FALSE,11735853,181,11842873,11735091,332378.86,M,FALSE,TRUE,10044,1.6805555555555556,Metropolitan,36061
132947394,2018,990,ST MARGARET'S HOUSE HOUSING DEVELOPMENT FUND,NY,5,L,L21,FALSE,FALSE,5581232,10,12009976,12070763,272315.68,F,FALSE,TRUE,10038,1.6805555555555556,Metropolitan,36061
135600417,2018,990,THE NEW YORK LAW INSTITUTE INC,NY,2,B,B70,FALSE,FALSE,1689973,8,5080715,10311597,237624.86,F,FALSE,TRUE,10271,1.6805555555555556,Metropolitan,36061
133077692,2018,990,NATIONAL ALLIANCE ON MENTAL ILLNESS OF,NY,4,F,F70,FALSE,FALSE,2025446,17,2381939,1371592,219103.58,M,FALSE,TRUE,10018,1.6805555555555556,Metropolitan,36061
135596825,2018,990,SOCIETY OF THE THIRD STREET MUSIC SCHOOL,NY,1,A,A6E,FALSE,FALSE,9186714,248,11914793,21513281,295998.27999999997,F,FALSE,TRUE,10003,1.6805555555555556,Metropolitan,36061
131624230,2018,990,THE YOUNG WOMEN'S CHRISTIAN ASSOCIATION,NY,5,P,P27,FALSE,FALSE,5254606,196,6040147,6538553,387409.33999999997,F,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
132972415,2018,990,NORTHERN MANHATTAN IMPROVEMENT CORP,NY,7,S,S20,FALSE,FALSE,15238930,212,15300390,7308892,274289.82,F,FALSE,TRUE,10033,1.6805555555555556,Metropolitan,36061
136149966,2019,990,INTERNATIONAL RADIO AND TELEVISION,NY,1,A,A0330,FALSE,FALSE,1207269,4,1585893,1452532,419226.86,F,FALSE,TRUE,10019,1.6805555555555556,Metropolitan,36061
135562983,2018,990,THE CITY AND COUNTRY SCHOOL INC,NY,2,B,B24,FALSE,FALSE,16952548,180,24514539,47833022,679604.48,M,FALSE,TRUE,10011,1.6805555555555556,Metropolitan,36061
131632524,2018,990,AMERICAN LUNG ASSOCIATION,IL,4,G,G45,FALSE,FALSE,102814889,691,218701686,206270532,188028.28,F,FALSE,TRUE,60601,1.6805555555555556,Metropolitan,36061
132926433,2018,990,WEST SIDE FEDERATION FOR SENIOR,NY,5,L,L20,FALSE,FALSE,27599970,493,43822817,122411046,293923.83999999997,M,FALSE,TRUE,10024,1.6805555555555556,Metropolitan,36061
272918478,2018,990,NEW YORK HARBOR FOUNDATION INC,NY,2,B,B90,FALSE,FALSE,3838428,39,3922394,2030185,224126.84,M,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
237213592,2014,990,THE FRANKLIN & ELEANOR ROOSEVELT INSTITUTE,NY,2,B,B11,FALSE,FALSE,5984271,45,12633464,15530663,379976.51999999996,F,FALSE,TRUE,10022,1.6805555555555556,Metropolitan,36061
132506620,2018,990,THE ASSOCIATION OF UNIVERSITY,NY,1,A,A0333,FALSE,FALSE,1782373,7,2481360,1714114,332508.66,M,FALSE,TRUE,10018,1.6805555555555556,Metropolitan,36061
133949950,2018,990,AAAA FOUNDATION INC,NY,2,B,B82,FALSE,FALSE,1245746,0,1340875,558347,1007283.3999999999,F,FALSE,TRUE,10018,1.6805555555555556,Metropolitan,36061
133057343,2018,990,WESTSIDE COMMUNITY RESIDENCE INC,NY,7,T,T31,FALSE,FALSE,0,0,59235,1490999,349134.86,F,FALSE,TRUE,10027,1.6805555555555556,Metropolitan,36061
133788986,2018,990,ANIMAL CARE AND CONTROL OF NEW YORK CITY,NY,3,D,D20,FALSE,FALSE,21163256,401,22104041,5143996,218538.36,F,FALSE,TRUE,10007,1.6805555555555556,Metropolitan,36061
133561657,2018,990,CITY PARKS FOUNDATION INC,NY,5,N,N1132,FALSE,FALSE,18514697,587,20058332,37782758,360288.22,F,FALSE,TRUE,10065,1.6805555555555556,Metropolitan,36061
135610350,2018,990,THE NEW YORK SOCIETY OF SECURITY,NY,7,S,S40,FALSE,FALSE,5657626,43,6845365,11970301,490159.01999999996,M,FALSE,TRUE,10036,1.6805555555555556,Metropolitan,36061
510141489,2019,990,HOUSING CONSERVATION COORDINATORS INC,NY,5,L,L20,FALSE,FALSE,3668944,26,4172650,4816559,188566.36,F,FALSE,TRUE,10019,1.6805555555555556,Metropolitan,36061
133213510,2018,990,BRIDGEHAMPTON CHAMBER MUSIC ASSOCIATES,NY,1,A,A68,FALSE,FALSE,801831,9,1150836,1395027,186755.06,M,FALSE,TRUE,10019,1.6805555555555556,Metropolitan,36061
133720473,2019,990,DO SOMETHING INC,NY,5,O,O20,FALSE,FALSE,11149237,115,13914047,19919226,285092.72,U,FALSE,TRUE,10010,1.6805555555555556,Metropolitan,36061
320191502,2017,990,MINDS MATTER OF NYC INC,NY,5,O,O50,FALSE,FALSE,1141174,6,1231297,1246240,144315.18,F,FALSE,TRUE,10036,1.6805555555555556,Metropolitan,36061
133919295,2018,990,NOHO NY DISTRICT MANAGEMENT ASSOCIATION,NY,7,S,S20,FALSE,FALSE,514671,3,560188,408638,117425.34,F,FALSE,TRUE,10012,1.6805555555555556,Metropolitan,36061
132748002,2018,990,BROWNSTONE SCHOOL & DAY CARE CENTER INC,NY,5,P,P33,FALSE,FALSE,1831937,30,2882351,4341026,182743.06,F,FALSE,TRUE,10024,1.6805555555555556,Metropolitan,36061
135645879,2018,990,FEDCAP REHABILITATION SERVICES INC,NY,5,J,J33,FALSE,FALSE,181725813,2590,183728903,142628685,235133.87999999998,F,FALSE,TRUE,10017,1.6805555555555556,Metropolitan,36061
113305212,2018,990,APPELLATE ADVOCATES,NY,5,I,I80,FALSE,FALSE,8139386,76,8255857,2217851,231464.08,M,FALSE,TRUE,10038,1.6805555555555556,Metropolitan,36061
237248599,2018,990,THE AUTHORS GUILD FOUNDATION INC,NY,7,T,T20,FALSE,FALSE,1330455,0,1175471,2229974,287776.04,F,FALSE,TRUE,10016,1.6805555555555556,Metropolitan,36061
237248577,2018,990,FACULTY STUDENT ASSOCIATION OF THE STATE,NY,2,B,B80,FALSE,FALSE,163374,0,178214,195623,265091.72,M,FALSE,TRUE,10036,1.6805555555555556,Metropolitan,36061
133954589,2018,990,SHERIDAN HILL HOUSE CORPORATION,NY,4,F,F33,FALSE,FALSE,348328,0,242092,2282017,349134.86,F,FALSE,TRUE,10027,1.6805555555555556,Metropolitan,36061
133060257,2015,990,DOME PROJECT INC,NY,5,O,O99,FALSE,FALSE,578499,25,584656,95595,50834.399999999994,F,FALSE,TRUE,10024,1.6805555555555556,Metropolitan,36061
133573852,2019,990,HISPANIC FEDERATION INC,NY,7,S,S02,FALSE,FALSE,22216913,160,24357706,33361920,394140.06,M,FALSE,TRUE,10005,1.6805555555555556,Metropolitan,36061
131940424,2016,990,AMERICAN FRIENDS OF REUTH MEDICAL & LIFE,NY,6,Q,Q30,FALSE,FALSE,722451,3,744769,215303,24088.52,F,FALSE,TRUE,10024,1.6805555555555556,Metropolitan,36061
131603155,2018,990,NEW YORK SECTION AMERICAN,NY,5,N,N0320,FALSE,FALSE,2121721,9,2754106,3511214,246962.19999999998,F,FALSE,TRUE,10018,1.6805555555555556,Metropolitan,36061
134037622,2018,990,BOTTOMLESS CLOSET,NY,7,S,S40,FALSE,FALSE,1563080,14,2528353,1499943,227384.81999999998,F,FALSE,TRUE,10022,1.6805555555555556,Metropolitan,36061
133149200,2018,990,NEW YORK CITY GAY AND LESBIAN,NY,5,I,I20,FALSE,FALSE,4366254,53,3892921,2226076,219577.94,F,FALSE,TRUE,10038,1.6805555555555556,Metropolitan,36061
112518432,2018,990,PROJECT OHR - OFFICE FOR HOMECARE,NY,4,E,E92,FALSE,FALSE,60738,62,259158,5946724,519378.18,M,FALSE,TRUE,10271,1.6805555555555556,Metropolitan,36061
133164477,2018,990,WOMEN IN NEED INC,NY,5,P,P80,FALSE,FALSE,92677488,721,97117024,28108043,547267.48,F,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
131632524,2018,990,AMERICAN LUNG ASSOCIATION,IL,4,G,G45,FALSE,FALSE,102814889,691,218701686,206270532,682051.7999999999,M,FALSE,TRUE,60601,1.6805555555555556,Metropolitan,36061
133376271,2013,990,PARSONS DANCE FOUNDATION INC,NY,1,A,A62,FALSE,FALSE,1091663,27,1139379,86085,145134.1,M,FALSE,TRUE,10036,1.6805555555555556,Metropolitan,36061
132938457,2018,990,COMMONWEALTH LOCAL DEVELOPMENT CORP,NY,5,L,L20,FALSE,FALSE,936683,0,1194731,13061508,202051.4,M,FALSE,TRUE,10027,1.6805555555555556,Metropolitan,36061
131992402,2018,990,CATALYST INC,NY,7,R,R1924,FALSE,FALSE,16450139,95,36543068,41612800,167973,F,FALSE,TRUE,10005,1.6805555555555556,Metropolitan,36061
237092617,2018,990,ACMP ASSOCIATED CHAMBER MUSIC PLAYERS I,NY,1,A,A6C,FALSE,FALSE,265433,2,251772,16808,113697.72,F,FALSE,TRUE,10010,1.6805555555555556,Metropolitan,36061
132860703,2018,990,NEW YORK LAWYERS FOR THE PUBLIC INTEREST INC,NY,5,I,I83,FALSE,FALSE,5001536,36,4853614,6942931,319778.82,U,FALSE,TRUE,10001,1.6805555555555556,Metropolitan,36061
132697725,2019,990,BETANCES HEALTH CENTER,NY,4,E,E30,FALSE,FALSE,13893870,116,14208133,3903370,252477.52,F,FALSE,TRUE,10002,1.6805555555555556,Metropolitan,36061
133954590,2019,990,NEW YORK BUILDING FOUNDATION INC,NY,1,A,A80,FALSE,FALSE,421177,0,439076,328247,396409.19999999995,M,FALSE,TRUE,10018,1.6805555555555556,Metropolitan,36061
131624217,2018,990,THE WILLIAM ALANSON WHITE INSTITUTE,NY,4,F,F03,FALSE,FALSE,1624344,14,2785983,6828847,82286.12,F,FALSE,TRUE,10023,1.6805555555555556,Metropolitan,36061
311702032,2018,990,NEW YORK CITY ALLIANCE AGAINST,NY,4,F,F0142,FALSE,FALSE,1484070,16,1510556,693509,134528.25999999998,F,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
133216425,2018,990,INSTITUTE OF CORE ENERGETICS INC,NY,4,F,F99,FALSE,FALSE,625767,6,594405,501849,104573.95999999999,F,FALSE,TRUE,10001,1.6805555555555556,Metropolitan,36061
132584273,2018,990,ALVIN AILEY DANCE FOUNDATION INC,NY,1,A,A62,FALSE,FALSE,45352857,856,59672872,224173655,668724.88,M,FALSE,TRUE,10019,1.6805555555555556,Metropolitan,36061
134128172,2019,990,POPPA INC,NY,5,P,P20,FALSE,FALSE,602221,6,633757,1349867,108111.59999999999,M,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
133030257,2018,990,NATIONAL INSTITUTE FOR REPRODUCTIVE,NY,7,R,R61,FALSE,FALSE,7935891,27,5294976,8640566,329109.07999999996,F,FALSE,TRUE,10005,1.6805555555555556,Metropolitan,36061
133680286,2015,990,THE ARMORY FOUNDATION,NY,2,B,B25,FALSE,FALSE,6524028,85,5689213,8685290,368018.39999999997,M,FALSE,TRUE,10032,1.6805555555555556,Metropolitan,36061
237085442,2018,990,LEGAL MOMENTUM,NY,7,R,R24,FALSE,FALSE,1818123,13,2213428,2272752,249669.12,F,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
900954778,2018,990,ALL STAR CODE INC,NY,5,O,O50,FALSE,FALSE,2498006,61,3647163,1515139,184909.53999999998,F,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
237025308,2017,990,CSC REPERTORY LTD,NY,1,A,A65,FALSE,FALSE,4556453,18,4842488,542233,156774.8,M,FALSE,TRUE,10003,1.6805555555555556,Metropolitan,36061
261196709,2018,990,CANCER CARE CO-PAYMENT ASSISTANCE,NY,4,G,G30,FALSE,FALSE,42071381,13,79222874,75642084,463941.77999999997,F,FALSE,TRUE,10001,1.6805555555555556,Metropolitan,36061
273801730,2019,990,WORLDWIDE INITIATIVES FOR GRANTMAKER,NY,7,T,T02,FALSE,FALSE,633292,0,940034,1036246,131559.38,M,FALSE,TRUE,10176,1.6805555555555556,Metropolitan,36061
131624132,2018,990,NATIONAL COUNCIL OF JEWISH WOMEN,NY,7,S,S81,FALSE,FALSE,1596195,14,1318593,4518243,166731.63999999998,F,FALSE,TRUE,10023,1.6805555555555556,Metropolitan,36061
542064462,2019,990,CUE ART FOUNDATION,NY,1,A,A40,FALSE,FALSE,610345,7,715882,1507354,72335.18,F,FALSE,TRUE,10112,1.6805555555555556,Metropolitan,36061
203590089,2019,990,NEW SETTLEMENT COMMUNITY CAMPUS CORP,NY,5,L,L1250,FALSE,FALSE,820990,0,687679,13857727,344144.63999999996,F,FALSE,TRUE,10018,1.6805555555555556,Metropolitan,36061
133083068,2019,990,COMMUNITY HEALTHCARE NETWORK,NY,4,E,E32,FALSE,FALSE,97127473,847,118676896,96032281,556805.4199999999,M,FALSE,TRUE,10010,1.6805555555555556,Metropolitan,36061
133721340,2018,990,118 EAST 111TH STREET CORPORATION,NY,7,T,T30,FALSE,FALSE,289733,0,213828,526282,349134.86,F,FALSE,TRUE,10027,1.6805555555555556,Metropolitan,36061
421775449,2018,990,FRIENDS OF WHEELS INC,NY,5,P,P80,FALSE,FALSE,457366,7,407816,194514,85789.54,F,FALSE,TRUE,10033,1.6805555555555556,Metropolitan,36061
132755541,2018,990,EVERYONE READING INC,NY,4,H,H99,FALSE,FALSE,927645,9,953851,215963,81827.09999999999,F,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
300152767,2018,990,ARTSTOR INC,NY,1,A,A0261,FALSE,FALSE,11041542,0,10293427,0,743820.08,M,FALSE,TRUE,10016,1.6805555555555556,Metropolitan,36061
131879953,2018,990,THE ACADEMY OF AMERICAN POETS INC,NY,1,A,A70,FALSE,FALSE,3263563,12,5473644,11554837,191917.56,F,FALSE,TRUE,10038,1.6805555555555556,Metropolitan,36061
132749632,2018,990,ARTISTS SPACE INC,NY,1,A,A40,FALSE,FALSE,978625,12,2884999,4400320,180547.08,M,FALSE,TRUE,10013,1.6805555555555556,Metropolitan,36061
131623937,2018,990,CHINA INSTITUTE IN AMERICA INC,NY,6,Q,Q20,FALSE,FALSE,5393074,77,5483201,37683812,378175.83999999997,M,FALSE,TRUE,10006,1.6805555555555556,Metropolitan,36061
134020446,2018,990,NYC & COMPANY FOUNDATION INC,NY,1,A,A20,FALSE,FALSE,412442,0,618480,694911,638849.64,M,FALSE,TRUE,10019,1.6805555555555556,Metropolitan,36061
201377483,2019,990,JEROME AVE CARE FOR THE HOMELESS,NY,5,L,L41,FALSE,FALSE,8249604,52,9289479,7863394,284791.82,M,FALSE,TRUE,10016,1.6805555555555556,Metropolitan,36061
133702751,2018,990,13 WEST 103RD STREET CORPORATION,NY,5,P,P20,FALSE,FALSE,299842,0,219416,521932,349134.86,F,FALSE,TRUE,10027,1.6805555555555556,Metropolitan,36061
237139510,2018,990,ACRMD COMMUNITY MENTAL RETARDATION,NY,5,P,P82,FALSE,FALSE,716741,18,3557083,3661357,437021.25999999995,M,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
980592591,2015,990,THE PHILANTHROPY WORKSHOP INC,NY,7,T,T50,FALSE,FALSE,2486611,8,3427063,1496194,288231.51999999996,F,FALSE,TRUE,10010,1.6805555555555556,Metropolitan,36061
132867881,2019,990,LITTLE SISTERS OF THE ASSUMPTION FAMILY,NY,5,P,P20,FALSE,FALSE,5510015,76,5172329,7685696,269594.6,U,FALSE,TRUE,10029,1.6805555555555556,Metropolitan,36061
133347524,2018,990,THE NATIONAL BOOK FOUNDATION INC,NY,1,A,A70,FALSE,FALSE,1987095,9,2814368,4227086,251032.02,F,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
510201835,2018,990,THE SCHOOL FOR STRINGS INC,NY,1,A,A6E,FALSE,FALSE,1518630,35,3137962,11217949,185336.69999999998,M,FALSE,TRUE,10019,1.6805555555555556,Metropolitan,36061
201141597,2018,990,VISION ED INC,NY,4,G,G41,FALSE,FALSE,1256595,24,1261067,42154,137908.96,F,FALSE,TRUE,10025,1.6805555555555556,Metropolitan,36061
132914141,2018,990,FOJP SERVICE CORPORATION,NY,7,T,T40,FALSE,FALSE,305742399,144,305742399,29223868,2386951.1999999997,M,FALSE,TRUE,10016,1.6805555555555556,Metropolitan,36061
132900682,2018,990,NEW YORK CITY CRIMINAL JUSTICE AGENCY,NY,5,I,I50,FALSE,FALSE,22986846,278,24001966,8013120,264658.66,M,FALSE,TRUE,10007,1.6805555555555556,Metropolitan,36061
133861648,2017,990,COMPREHENSIVE DEVELOPMENT INC,NY,2,B,B90,FALSE,FALSE,3614545,232,3724257,2627058,196144.31999999998,M,FALSE,TRUE,10003,1.6805555555555556,Metropolitan,36061
133620671,2018,990,ASCENDANT NEIGHBORHOOD DEVELOPMENT,NY,5,L,L25,FALSE,FALSE,5251970,10,5528027,41822629,250800.74,M,FALSE,TRUE,10029,1.6805555555555556,Metropolitan,36061
133621884,2018,990,THE FRIENDS OF THE ISRAEL ANTIQUITIES,NY,1,A,A70,FALSE,FALSE,1819970,0,786202,8745039,195784.41999999998,F,FALSE,TRUE,10019,1.6805555555555556,Metropolitan,36061
134024259,2017,990,COMMITTEE ENCOURAGING CORPORATE,NY,7,T,T50,FALSE,FALSE,5068127,35,5358565,5031088,631925.4,M,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
131889074,2019,990,AMERICAN COUNCIL ON GERMANY INC,NY,6,Q,Q20,FALSE,FALSE,2052686,9,4616204,12847092,439882.75999999995,M,FALSE,TRUE,10022,1.6805555555555556,Metropolitan,36061
300181674,2018,990,WATERAID AMERICA INC,NY,2,B,B03,FALSE,FALSE,14702870,31,14697321,6568788,302065.83999999997,F,FALSE,TRUE,10279,1.6805555555555556,Metropolitan,36061
942443282,2018,990,THE GLOBAL HUNGER PROJECT,NY,6,Q,Q30,FALSE,FALSE,15680962,27,15869736,16752370,373993.92,F,FALSE,TRUE,10001,1.6805555555555556,Metropolitan,36061
133631523,2018,990,JAZZ FOUNDATION OF AMERICA INC,NY,1,A,A6C,FALSE,FALSE,2976997,19,4644236,11874245,181439.16,M,FALSE,TRUE,10018,1.6805555555555556,Metropolitan,36061
111971539,2018,990,COOLEY'S ANEMIA FOUNDATION,NY,4,H,H99,FALSE,FALSE,2099709,10,2248215,5160832,187979.9,M,FALSE,TRUE,10001,1.6805555555555556,Metropolitan,36061
521955491,2013,990,AMERICA SCORES,NY,5,N,N64,FALSE,FALSE,709859,4,496929,198627,156139.96,F,FALSE,TRUE,10018,1.6805555555555556,Metropolitan,36061
133632175,2018,990,ST JOHN'S COMMUNITY HOUSING,NY,2,B,B80,FALSE,FALSE,856569,15,1303306,891886,289169.62,F,FALSE,TRUE,10115,1.6805555555555556,Metropolitan,36061
320244088,2018,990,NEW YORK CITY CHARTER HIGH SCHOOL FOR,NY,2,B,B25,FALSE,FALSE,8048669,94,8470695,4441635,201552.25999999998,M,FALSE,TRUE,10451,1.6805555555555556,Metropolitan,36061
112622003,2018,990,THE COMMITTEE FOR HISPANIC CHILDREN,NY,5,P,P30,FALSE,FALSE,4162413,132,4582746,2898974,203814.31999999998,M,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
320244088,2018,990,NEW YORK CITY CHARTER HIGH SCHOOL FOR,NY,2,B,B25,FALSE,FALSE,8048669,94,8470695,4441635,292747.38,M,FALSE,TRUE,10451,1.6805555555555556,Metropolitan,36061
134156877,2019,990,NDC SUPPORT I INC,NY,7,S,S20,FALSE,FALSE,423071,0,7058499,13124460,483712.68,M,FALSE,TRUE,10004,1.6805555555555556,Metropolitan,36061
237182582,2019,990,AMERICAN FRIENDS OF THE ISRAEL,NY,1,A,A1150,FALSE,FALSE,14144688,7,67549868,201261320,367218.36,F,FALSE,TRUE,10017,1.6805555555555556,Metropolitan,36061
133694790,2018,990,JEWS FOR RACIAL & ECONOMIC JUSTICE,NY,8,X,X30,FALSE,FALSE,1089372,12,1042265,811239,119635.48,F,FALSE,TRUE,10001,1.6805555555555556,Metropolitan,36061
320292343,2018,990,GLOBAL LANGUAGE PROJECT INC,NY,1,A,A70,FALSE,FALSE,376138,4,358963,152543,97273.29999999999,F,FALSE,TRUE,10185,1.6805555555555556,Metropolitan,36061
132642091,2018,990,DANCE THEATRE OF HARLEM INC,NY,1,A,A63,FALSE,FALSE,6317406,143,6472878,7948907,190970.02,F,FALSE,TRUE,10031,1.6805555555555556,Metropolitan,36061
237183563,2019,990,AMERICAN FRIENDS OF THE ISRAEL PHILHARMONIC,NY,1,A,A1160,FALSE,FALSE,4836279,8,8292069,25517768,323368.38,F,FALSE,TRUE,10168,1.6805555555555556,Metropolitan,36061
131790719,2018,990,AMERICAN FRIENDS OF MAGEN DAVID ADOM,NY,6,Q,Q1130,FALSE,FALSE,41556950,49,53980795,89087985,739441.1,M,FALSE,TRUE,10001,1.6805555555555556,Metropolitan,36061
463181224,2018,990,GRAMEEN PRIMACARE INC,NY,4,E,E80,FALSE,FALSE,2259885,12,3510728,2370099,194270.47999999998,M,FALSE,TRUE,10001,1.6805555555555556,Metropolitan,36061
203057343,2018,990,NEW HEIGHTS ACADEMY CHARTER SCHOOL,NY,2,B,B29,FALSE,FALSE,14202083,138,14522916,7401944,273481.51999999996,F,FALSE,TRUE,10031,1.6805555555555556,Metropolitan,36061
133085900,2018,990,IAA EDUCATIONAL PROGRAM INC,NY,2,B,B90,FALSE,FALSE,33380,0,99015,541097,307390,U,FALSE,TRUE,10011,1.6805555555555556,Metropolitan,36061
421775449,2018,990,FRIENDS OF WHEELS INC,NY,5,P,P80,FALSE,FALSE,457366,7,407816,194514,42511.86,F,FALSE,TRUE,10033,1.6805555555555556,Metropolitan,36061
133522151,2018,990,BRIDGE EAST #5 CORPORATION,NY,5,L,L24,FALSE,FALSE,0,0,64856,1621207,349134.86,F,FALSE,TRUE,10027,1.6805555555555556,Metropolitan,36061
131617086,2018,990,CHRISTIAN HERALD ASSOCIATION INC,NY,8,X,X20,FALSE,FALSE,22439035,228,35344650,33230702,467344.89999999997,M,FALSE,TRUE,10016,1.6805555555555556,Metropolitan,36061
131876348,2018,990,AMERICAN GROUP PSYCHOTHERAPY,NY,4,F,F0333,FALSE,FALSE,1646533,9,1682599,2114149,399568.06,F,FALSE,TRUE,10010,1.6805555555555556,Metropolitan,36061
131624048,2018,990,INTERNATIONAL HOUSE,NY,6,Q,Q23,FALSE,FALSE,17318423,83,38039995,102171602,711943.5599999999,M,FALSE,TRUE,10027,1.6805555555555556,Metropolitan,36061
133129382,2018,990,ARTTABLE INC,NY,7,W,W70,FALSE,FALSE,568772,15,675903,215509,61747.03999999999,F,FALSE,TRUE,10022,1.6805555555555556,Metropolitan,36061
200774906,2016,990,HESTER STREET COLLABORATIVE INC,NY,7,S,S31,FALSE,FALSE,2148757,14,1875006,871470,160850.52,F,FALSE,TRUE,10002,1.6805555555555556,Metropolitan,36061
133131911,2018,990,NEW YORK CITY STREET TREE CONSORTIUM INC,NY,3,C,C50,FALSE,FALSE,533500,4,554796,220317,97034.93999999999,M,FALSE,TRUE,10007,1.6805555555555556,Metropolitan,36061
201082179,2018,990,ALZHEIMERS DRUG DISCOVERY FOUNDATION,NY,4,F,F0120,FALSE,FALSE,16190686,10,56907196,90038223,769365.8999999999,M,FALSE,TRUE,10019,1.6805555555555556,Metropolitan,36061
311577589,2019,990,AMERICAN FRIENDS OF IDC,NY,6,Q,Q1134,FALSE,FALSE,13438831,7,10031604,15347156,225062.58,F,FALSE,TRUE,10019,1.6805555555555556,Metropolitan,36061
202561205,2019,990,THE IPPF WHR FUND,NY,4,E,E11,FALSE,FALSE,1154315,0,11747587,21591984,479692.42,F,FALSE,TRUE,10038,1.6805555555555556,Metropolitan,36061
133790165,2017,990,TRI-STATE TRANSPORTATION CAMPAIGN INC,NY,3,C,C30,FALSE,FALSE,554517,9,314079,292870,42156.68,M,FALSE,TRUE,10001,1.6805555555555556,Metropolitan,36061
237097173,2018,990,PROFESSIONAL EXAMINATION SERVICES,NY,5,J,J19,FALSE,FALSE,7609568,24,7171150,3831191,382718.83999999997,F,FALSE,TRUE,10115,1.6805555555555556,Metropolitan,36061
133828712,2016,990,LESBIAN AND GAY LAW ASSOCIATION FOUNDATION OF GREATER NY,NY,7,R,R26,FALSE,FALSE,354687,3,331994,168109,109853.28,M,FALSE,TRUE,10001,1.6805555555555556,Metropolitan,36061
260787621,2018,990,THE WATER TRUST INC,NY,5,P,P80,FALSE,FALSE,699255,2,759409,735167,115271.84,M,FALSE,TRUE,10163,1.6805555555555556,Metropolitan,36061
131972876,2018,990,LOWER EASTSIDE SERVICE CENTER INC,NY,4,F,F22,FALSE,FALSE,19248107,268,18179189,16636384,355872.66,F,FALSE,TRUE,10038,1.6805555555555556,Metropolitan,36061
